model,target,location,season,disease,horizon,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median,wis_relative_skill,wis_scaled_relative_skill,pop,density,inpatient_beds,median_facilities,burden,wis_per100k,normalized_wis_dens,wis_hosp_capacity,wis_facilities,wis_burden,omega
Ensemble,wk inc hosp,mo,2023-2024,COVID-19,4,0.33400051329679176,0.051954180706608656,0.09473357870188248,0.18731275388830063,-0.10853658536585366,0.5365853658536586,0.975609756097561,0.552073151340444,0.7630672659144446,0.46182944619041055,6168187,89.723503599,14495.421568627453,110,12357,0.0054148895501513125,0.003722553176139171,2.3041793694339427e-5,0.003036368302698107,2.7029255749517824e-5,15.595436606003831
Ensemble,wk inc hosp,ms,2022-2023,COVID-19,4,0.3748478467123211,0.07640552311868261,0.05796855746476729,0.24047376612887117,0.0657142857142857,0.6857142857142857,0.9428571428571428,0.5531010935246627,0.7174777643708841,0.5856665241460337,2949965,62.866946395,7953.178571428572,100,6530,0.012706857427539686,0.00596255851774811,4.713182828044937e-5,0.0037484784671232107,5.7403958148900626e-5,15.654303780002177
Ensemble,wk inc hosp,ms,2022-2023,Influenza,4,0.3109316941946339,0.1006424132101573,0.06702935005657046,0.14325993092790618,0.09516129032258065,0.5806451612903226,0.8387096774193549,0.48848240756430034,0.7934348719348421,0.6312302010639627,2949965,62.866946395,7953.178571428572,100,3164,0.010540182483339088,0.004945869205114808,3.9095273845810744e-5,0.003109316941946339,9.827171118667317e-5,13.582417488604614
Ensemble,wk inc hosp,ms,2023-2024,COVID-19,4,0.4207652853775297,0.09883452116868495,0.0674950685215264,0.2544356956873184,-0.01512195121951219,0.7073170731707317,0.975609756097561,0.6026047229325261,0.8159832582391113,0.5815513994136627,2949965,62.866946395,7701.671568627451,97,3315,0.014263399239568257,0.006692949308112005,5.46329821556538e-5,0.004337786447191028,1.269276878966907e-4,14.595200382913742
Ensemble,wk inc hosp,mt,2022-2023,COVID-19,4,0.3233128739554277,0.09143833208454788,0.031719998966717414,0.2001545429041624,0.09428571428571428,0.6571428571428571,1,0.4643454961038354,0.8641042782107404,0.4778992247336685,1104271,7.5868654853,2608.3241758241757,59,3667,0.029278399410600085,0.04261481564183067,1.2395425267768627e-4,0.00547987921958352,8.816822305847496e-5,9.840191574620604
Ensemble,wk inc hosp,mt,2022-2023,Influenza,4,0.6071957682447948,0.17038601656548713,0.25411088484247846,0.18269886683682918,0.0632258064516129,0.4838709677419355,0.7096774193548387,0.9340969353380614,0.9200517986065392,0.7440392240092307,1104271,7.5868654853,2608.3241758241757,59,679,0.05498611919037943,0.08003249423905992,2.3279152717009714e-4,0.01029145369906432,8.942500268700954e-4,14.928354869189187
Ensemble,wk inc hosp,mt,2023-2024,COVID-19,4,0.3760946849346842,0.069269853281036,0.06536809311219967,0.2414567385414485,-0.014634146341463419,0.7073170731707317,1,0.6102982658200188,0.8063422319986883,0.5575888029078655,1104271,7.5868654853,2619.299019607843,59,1865,0.034058187250655333,0.049571814033528054,1.4358600607233932e-4,0.00637448618533363,2.0165934849044728e-4,10.990565408309527
Ensemble,wk inc hosp,nc,2022-2023,COVID-19,4,0.3093809125474971,0.07929438652440408,0.05705115180825732,0.17303537421483575,0.18914285714285714,0.6571428571428571,0.9428571428571428,0.4644876246592113,0.7849358801197389,0.4419961226866,10551162,216.99971703,20677.42032967033,107,26549,0.0029321975394510777,0.0014257203501547677,1.4962258715781966e-5,0.00289141039764016,1.16532039831066e-5,18.225319035010767
Ensemble,wk inc hosp,nc,2022-2023,Influenza,4,0.46050568449759655,0.18298658450422853,0.11413826663188033,0.16338083336148768,0.30806451612903224,0.4838709677419355,0.7741935483870968,0.6306128174664016,0.9309215619357838,0.6382613859661944,10551162,216.99971703,20677.42032967033,107,4785,0.00436450207567277,0.002122148778811228,2.227094469017541e-5,0.004303791443902772,9.623943249688538e-5,20.61671789886922
Ensemble,wk inc hosp,nc,2023-2024,COVID-19,4,0.3023897910438038,0.037847020314284906,0.06826636513537916,0.19627640559413975,-0.10487804878048781,0.6341463414634146,1,0.4522624407156136,0.8149887560494621,0.4192804623179764,10551162,216.99971703,20664.225490196077,107,14797,0.0028659382828526733,0.0013935031583566476,1.4633492612015361e-5,0.0028260728134934937,2.0435885047226045e-5,16.488700720950757
Ensemble,wk inc hosp,nd,2022-2023,COVID-19,4,0.2663975219715703,0.01796916273603322,0.038529271973616795,0.20989908726192025,-0.08285714285714287,0.8857142857142857,1,0.34110030396291463,0.8820229356489472,0.4500878826368204,774948,11.231803902,1982.010989010989,45,2148,0.03437618033359274,0.023718142187661773,1.344076917073507e-4,0.005919944932701562,1.2402119272419474e-4,12.760518625524519
Ensemble,wk inc hosp,nd,2022-2023,Influenza,4,0.5570507150963786,0.10531778956683216,0.25567304745993397,0.19605987806961242,-0.1696774193548387,0.45161290322580644,0.6774193548387096,0.8216225879221958,0.8569539497996531,0.7876679120863997,774948,11.231803902,1982.010989010989,45,704,0.07188233469811892,0.049595836960542636,2.8105329293574876e-4,0.012378904779919524,7.91265220307356e-4,11.991376946988163
Ensemble,wk inc hosp,nd,2023-2024,COVID-19,4,0.34628205447853877,0.057878358349175665,0.04693109713964506,0.24147259898971804,-0.06585365853658538,0.7073170731707317,1,0.5247126849352437,0.7898172891402406,0.57390996105484815,774948,11.231803902,1975.7745098039215,44,1464,0.04468455360598889,0.030830493258244815,1.752639548492324e-4,0.007870046692694062,2.3653145797714398e-4,14.41201675338386
Ensemble,wk inc hosp,ne,2022-2023,COVID-19,4,0.37845629730994484,0.11633897140875447,0.06251681050329294,0.19960051539789742,0.055714285714285716,0.6571428571428571,0.9428571428571428,0.5707805386346334,0.8908243084153483,0.5946192486519186,1963692,25.56296437,4707.791208791209,92,5069,0.01927269130341952,0.014804867378921472,8.038935469424074e-5,0.004113655405542879,7.466093851054347e-5,10.843878885295688
Ensemble,wk inc hosp,ne,2022-2023,Influenza,4,0.5823052190429295,0.21421653251586364,0.17015168683944523,0.1979369996876206,-0.02903225806451613,0.4838709677419355,0.7096774193548387,0.8191058129166139,0.9791195946019998,0.7181370633300385,1963692,25.56296437,4707.791208791209,92,1242,0.02965359226614609,0.022779252461279768,1.236896865679913e-4,0.006329404554814452,4.688447818381075e-4,13.532456462464815
Ensemble,wk inc hosp,ne,2023-2024,COVID-19,4,0.4054570706586567,0.08981210791119337,0.0838033268552438,0.23184163589221957,-0.07243902439024391,0.5853658536585366,0.9512195121951219,0.6265832508909239,0.8193713931123531,0.609732942571838,1963692,25.56296437,4858.303921568628,92,3471,0.020647691728573357,0.015861113163170158,8.34565060573124e-5,0.004407142072376704,1.1681275443925576e-4,12.353806235796982
Ensemble,wk inc hosp,nh,2022-2023,COVID-19,4,0.2841161557344215,0.06933534506328942,0.031674622742786304,0.1831061879283458,0.11571428571428571,0.7142857142857143,0.9714285714285714,0.43592635170990085,0.890801420232461,0.4935811789264544,1388992,155.12950348,2507.024725274726,26,4098,0.020454844645211887,0.001831477245532801,1.1332802300275973e-4,0.010927544451323904,6.933044307818973e-5,13.733878263491084
Ensemble,wk inc hosp,nh,2022-2023,Influenza,4,0.7001103906830168,0.2470160706891867,0.24520891848163956,0.20788540151219057,-0.017741935483870964,0.45161290322580644,0.7096774193548387,1.082431509194806,0.9223834282383516,0.7577143600962467,1388992,155.12950348,2507.024725274726,26,752,0.0504042061209148,0.0045130705312499,2.7925946785638386e-4,0.02692732271857757,9.309978599508202e-4,18.65922502529439
Ensemble,wk inc hosp,nh,2023-2024,COVID-19,4,0.3147054953995813,0.06936907728232967,0.03171733962238703,0.2136190784948646,-0.008536585365853666,0.7804878048780488,0.975609756097561,0.4237514400674239,0.7923925016049799,0.5219497731858305,1388992,155.12950348,2542.1127450980393,26,2058,0.022657113604655846,0.002028663074011286,1.2379682844768726e-4,0.012104057515368511,1.5291812215723096e-4,11.573962316734121
Ensemble,wk inc hosp,nj,2022-2023,COVID-19,4,0.24467911677491952,0.07397856801340764,0.014865630697412728,0.15583491806409916,0.17428571428571427,0.6571428571428571,1,0.37360728052465214,0.7652073956082763,0.43158126989186835,9267130,1260.0290755,22978.379120879123,72,35193,0.0026402901089649065,1.941852942384102e-4,1.0648232213759315e-5,0.003398321066318327,6.952493870227588e-6,15.822298941027658
Ensemble,wk inc hosp,nj,2022-2023,Influenza,4,0.544809975631338,0.15075173070410175,0.2052381866778856,0.18882005824935078,0.014516129032258067,0.5161290322580645,0.7741935483870968,0.7886591731230875,0.9077122537029211,0.6310416264950692,9267130,1260.0290755,22978.379120879123,72,6222,0.005878950393825683,4.3237889206258875e-4,2.3709678248641166e-5,0.007566805217101917,8.756187329336838e-5,26.002259081573985
Ensemble,wk inc hosp,nj,2023-2024,COVID-19,4,0.34621955536095894,0.055350805994100596,0.09452981933694432,0.19633893002991404,-0.0951219512195122,0.5853658536585366,1,0.5491535022648812,0.8194297698109172,0.46934497362053434,9267130,1260.0290755,22275.18137254902,72,17636,0.003735995452324063,2.747710843288068e-4,1.5542838891881038e-5,0.004808604935568874,1.9631410487693294e-5,20.286264532492815
Ensemble,wk inc hosp,nm,2022-2023,COVID-19,4,0.3133084828756305,0.09305707328154506,0.03623007104713555,0.18402133854694994,0.019999999999999987,0.6857142857142857,1,0.46455406162911717,0.7841907642628274,0.4661851306825336,2115877,17.441507027,3950.002747252747,37,5034,0.014807499815709065,0.01796338369102046,7.931854809304591e-5,0.0084677968344765,6.223847494549672e-5,10.590924841739302
Ensemble,wk inc hosp,nm,2022-2023,Influenza,4,0.5525132505765543,0.18704459083657707,0.17286503079587012,0.1926036289441071,0.07161290322580643,0.45161290322580644,0.6451612903225806,0.8178275553710601,0.9631673309079679,0.6501872712655388,2115877,17.441507027,3950.002747252747,37,2865,0.026112730115056514,0.03167806828396459,1.398766750126518e-4,0.01493279055612309,1.9284930212096137e-4,18.080170583052336
Ensemble,wk inc hosp,nm,2023-2024,COVID-19,4,0.31484351083555073,0.03403636448337612,0.04172196823955229,0.23908517811262234,-0.014634146341463419,0.8780487804878049,1,0.42867762904586776,0.7479565114780108,0.44363145671645476,2115877,17.441507027,4221.901960784314,37,2716,0.01488004788726144,0.018051393744139374,7.457385646564408e-5,0.008509284076636507,1.1592176393061514e-4,10.58225783892981
Ensemble,wk inc hosp,nv,2022-2023,COVID-19,4,0.2435694358333141,0.03477344271830309,0.02661062003752818,0.18218537307748284,-0.002857142857142866,0.8285714285714286,1,0.32556095234077076,0.84341935411158,0.34659520566110014,3143991,28.618062094,7117.291208791209,41,8002,0.007747141637279309,0.008511038764025198,3.422221020441871e-5,0.005940717947154003,3.0438569836705087e-5,13.351502347854716
Ensemble,wk inc hosp,nv,2022-2023,Influenza,4,0.7873371949882855,0.2619123612751197,0.28346032110172065,0.24196451261144514,-0.03451612903225807,0.5483870967741935,0.6774193548387096,1.0336659767525325,1.0085048488670543,0.7403548465785059,3143991,28.618062094,7117.291208791209,41,2324,0.025042603334051703,0.027511897640104598,1.1062315309169508e-4,0.019203346219226473,3.3878536789513144e-4,20.088970134525887
Ensemble,wk inc hosp,nv,2023-2024,COVID-19,4,0.25170537637560625,0.028018473675951797,0.033285213674553546,0.19040168902510088,-0.07073170731707318,0.8048780487804879,1,0.31475177123001796,0.7906248299316627,0.3469440164653305,3143991,28.618062094,6934.112745098039,40,4330,0.008005919112860254,0.008795332666091959,3.6299579431203416e-5,0.006292634409390156,5.8130571911225464e-5,11.455619851508192
Ensemble,wk inc hosp,ny,2022-2023,COVID-19,4,0.19626788004785942,0.03427213467079395,0.026243951131888897,0.13575179424517658,0.06,0.7428571428571429,1,0.2861818809500673,0.8578514805239359,0.3507219564268979,19835913,420.93596008,44984.83516483517,159,83110,9.894572538600033e-4,4.6626541484020087e-4,4.362978753366264e-6,0.0012343891826909396,2.361543497146666e-6,17.612290537133713
Ensemble,wk inc hosp,ny,2022-2023,Influenza,4,0.55161962987648006,0.12804119259273042,0.24044191915828997,0.18313651812545967,-0.06612903225806453,0.5483870967741935,0.6451612903225806,0.6809614654919907,0.8702983616079745,0.6049743417604366,19835913,420.93596008,44984.83516483517,159,12997,0.002780913739017105,0.0013104597425500147,1.2262346363062443e-5,0.0034693058482797487,4.244207354593214e-5,31.98218805188987
Ensemble,wk inc hosp,ny,2023-2024,COVID-19,4,0.3047928408129099,0.04986640639607996,0.09023643032866205,0.1646900040881679,-0.0897560975609756,0.5609756097560976,0.975609756097561,0.5110265559708652,0.7691339302781419,0.4181428384430133,19835913,420.93596008,45605.72549019608,158,40425,0.0015365707684486716,7.2408363674841e-4,6.683214388913332e-6,0.0019290686127399362,7.539711584734939e-6,25.113343279982093
Ensemble,wk inc hosp,oh,2022-2023,COVID-19,4,0.24989020131523482,0.09995714534917705,0.017513652465389783,0.132419403500668,0.24285714285714285,0.5428571428571428,1,0.42483717042795976,0.8187780105308547,0.45574346746702854,11780017,288.30981725,26337.10989010989,179,40789,0.0021213059481597933,8.667419087521024e-4,9.48814058785826e-6,0.0013960346442191888,6.126411564765864e-6,18.403513935539305
Ensemble,wk inc hosp,oh,2022-2023,Influenza,4,0.5719890430308044,0.16910171777160876,0.22168450687241512,0.18120281838678054,0.008064516129032254,0.5806451612903226,0.6451612903225806,0.7670997778771185,0.9120922386385518,0.6095412212848711,11780017,288.30981725,26337.10989010989,179,7444,0.004855587585576527,0.001983938835266299,2.171798824614381e-5,0.0031954695141385723,7.683893646303122e-5,27.469013407411136
Ensemble,wk inc hosp,oh,2023-2024,COVID-19,4,0.3406404015799348,0.05505477621331767,0.09091145551717048,0.19467416984944666,-0.06707317073170732,0.6097560975609756,0.926829268292683,0.5420332153996325,0.7644412369688869,0.4514727506095948,11780017,288.30981725,27808.049019607843,177,21944,0.002891680050885621,0.0011815081596217648,1.2249705160536236e-5,0.0019245220428244904,1.5523168136161813e-5,19.368953408079324
Ensemble,wk inc hosp,ok,2022-2023,COVID-19,4,0.29847996692703194,0.08711431398555022,0.010860401362965118,0.20050525157851656,0.23142857142857143,0.8285714285714286,1,0.4703166903563107,0.7631758435545489,0.42129826384724367,3986639,58.117159393,9125.936813186812,116,10570,0.007487007650480315,0.005135831999438409,3.2706775538455824e-5,0.0025731031631640684,2.8238407467079652e-5,11.799420311982733
Ensemble,wk inc hosp,ok,2022-2023,Influenza,4,0.4770205879200258,0.07877227846449035,0.21975237889881152,0.1784959305567239,-0.09516129032258065,0.5806451612903226,0.7741935483870968,0.5717994676134921,0.804817840829819,0.5435406149017274,3986639,58.117159393,9125.936813186812,116,6421,0.01196548240058921,0.008207912996819338,5.227086245334722e-5,0.004112246447586429,7.429070050148353e-5,30.36254802148779
Ensemble,wk inc hosp,ok,2023-2024,COVID-19,4,0.3539646051376644,0.04654005549768002,0.07059481996636109,0.2368297296736233,-0.04390243902439025,0.6585365853658537,1,0.5346659341212153,0.7933295813144313,0.47674126721028975,3986639,58.117159393,8553.882352941177,115,6741,0.008878772448111414,0.006090535202246966,4.138057907892044e-5,0.003077953088153604,5.250921304519573e-5,12.828473254472117
Ensemble,wk inc hosp,or,2022-2023,COVID-19,4,0.22953741967611596,0.05646655828617553,0.015104014335140154,0.1579668470548003,0.15428571428571428,0.7714285714285715,1,0.3103535649263917,0.7375578053811871,0.42376033574322713,4246155,44.232678273,6656.626373626374,58,10333,0.005405771095876527,0.00518931768633661,3.448254518017501e-5,0.003957541718553724,2.2214015259471205e-5,11.000465959873729
Ensemble,wk inc hosp,or,2022-2023,Influenza,4,0.8354721185334487,0.22705906463840705,0.3817134245751252,0.22669962931991647,0.04225806451612903,0.4838709677419355,0.6774193548387096,1.1476139528817026,0.9692785254397565,0.7048247480923532,4246155,44.232678273,6656.626373626374,58,3695,0.019675968459310803,0.018888119624522668,1.2550984111765658e-4,0.014404691698852563,2.2610882774924188e-4,29.449653186365776
Ensemble,wk inc hosp,or,2023-2024,COVID-19,4,0.2731506533872807,0.05035116888362024,0.04311271070759705,0.17968677379606338,-0.056097560975609764,0.6829268292682927,1,0.40329251809853467,0.7437171542766392,0.4361112817156572,4246155,44.232678273,6647.578431372549,58,5125,0.0064328940744574955,0.006175313457200582,4.109024905944318e-5,0.0047094940239186325,5.3297688465810865e-5,12.270397464857952
Ensemble,wk inc hosp,pa,2022-2023,COVID-19,4,0.2099491714738769,0.066068286654302,0.004412886909886044,0.13946799790968883,0.26571428571428574,0.7428571428571429,1,0.32277630680383984,0.9229366698478934,0.43097886841795113,12964056,289.74978553,31482.68131868132,172,41706,0.0016194713404036275,7.245878408152929e-4,6.668719520700304e-6,0.0012206347178713773,5.034027992947703e-6,13.692486869747745
Ensemble,wk inc hosp,pa,2022-2023,Influenza,4,0.4380686288626612,0.07051980706884797,0.2177149126383645,0.14983390915544867,-0.2158064516129032,0.45161290322580644,0.7096774193548387,0.6002086559843175,0.8361077552754862,0.7062558239301872,12964056,289.74978553,31482.68131868132,172,12507,0.0033791016396617015,0.0015118859469088531,1.3914590832602248e-5,0.0025469106329224487,3.5025875818554505e-5,24.66262789258907
Ensemble,wk inc hosp,pa,2023-2024,COVID-19,4,0.2819383362868882,0.057751285533946727,0.05357278937232762,0.17061426138061386,-0.024390243902439015,0.5853658536585366,1,0.43016393644679224,0.7314659735017386,0.413682819300488,12964056,289.74978553,30759.470588235297,172,23635,0.0021747695033628995,9.730407074199438e-4,9.1659034078019e-6,0.001639176373760978,1.192884858417128e-5,18.676276059431252
Ensemble,wk inc hosp,pr,2022-2023,COVID-19,4,0.3691410599672024,0.030733996907988198,0.04846099190243703,0.2899460711567772,-0.1285714285714286,0.8285714285714286,1,0.46540029532219435,1.060368448866872,0.46501951667009683,NA,NA,7590.478021978022,50,6503,NA,NA,4.863212289112287e-5,0.0073828211993440486,5.676473319501806e-5,NA
Ensemble,wk inc hosp,pr,2022-2023,Influenza,4,0.28827689474370277,0.08071162782414157,0.06812503418401808,0.13944023273554312,-0.13225806451612904,0.45161290322580644,0.9354838709677419,0.4522492571740904,0.7100554586202702,0.8494306396634589,NA,NA,7590.478021978022,50,2982,NA,NA,3.797875363172186e-5,0.005765537894874055,9.667233224134901e-5,NA
Ensemble,wk inc hosp,pr,2023-2024,COVID-19,4,0.33093217435477434,0.0701927202088265,0.033332965250692834,0.22740648889525503,0.056097560975609737,0.7560975609756098,1,0.4282775291349872,0.8001920255906537,0.40609234751911605,NA,NA,8131.318627450981,54,2779,NA,NA,4.0698463498596846e-5,0.006128373599162488,1.190831861658058e-4,NA
Ensemble,wk inc hosp,ri,2022-2023,COVID-19,4,0.3011432142242945,0.059766166220107705,0.031188061931547318,0.2101889860726395,0.08857142857142856,0.8,1,0.43750192569034885,0.9187480994396614,0.5363733808698782,1095610,1059.6989939,2193.1236263736264,11,2918,0.02748635136812319,2.841780693930831e-4,1.373124663848708e-4,0.02737665583857223,1.0320192399735933e-4,8.533119549715806
Ensemble,wk inc hosp,ri,2022-2023,Influenza,4,0.5751626047884109,0.16063024491807693,0.2371444249308404,0.17738793493949356,0.02677419354838709,0.5483870967741935,0.6774193548387096,0.8671498092581368,0.9659302826483385,0.7668814211651286,1095610,1059.6989939,2193.1236263736264,11,364,0.05249702036202763,5.42760357515907e-4,2.6225726533230306e-4,0.05228750952621917,0.001580117046122008,13.568182745108281
Ensemble,wk inc hosp,ri,2023-2024,COVID-19,4,0.3776350442694068,0.06879371411544538,0.0684841425774944,0.240357187576467,-0.02560975609756099,0.7073170731707317,0.975609756097561,0.5802909302070451,0.842565650673751,0.6073182287476349,1095610,1059.6989939,2198.514705882353,11,1572,0.034468017293508346,3.563606707595335e-4,1.7176825938848862e-4,0.03433045856994607,2.4022585513321044e-4,12.568287504738763
Ensemble,wk inc hosp,sc,2022-2023,COVID-19,4,0.30608216405324185,0.06654761054584216,0.031395871279924575,0.20813868222747509,0.05857142857142857,0.7714285714285715,0.9714285714285714,0.3984987625333012,0.9919305261835356,0.4409075740165383,5190705,172.65344876,9991.381868131868,62,13439,0.005896735877944169,0.001772812337381785,3.063461772285072e-5,0.004936809097632933,2.277566515761901e-5,18.088114049807103
Ensemble,wk inc hosp,sc,2022-2023,Influenza,4,0.31483884331949696,0.08929041587983748,0.08670228306544672,0.13884614437421278,0.11225806451612902,0.5806451612903226,0.7741935483870968,0.4116535528920233,0.8016456465215893,0.7328484306971684,5190705,172.65344876,9991.381868131868,62,3222,0.006065435106011553,0.001823530578628315,3.151104096258146e-5,0.0050780458599918865,9.771534553677745e-5,14.465876836214553
Ensemble,wk inc hosp,sc,2023-2024,COVID-19,4,0.3557668192413197,0.06514806891614916,0.07133466992315944,0.2192840804020111,-0.09512195121951221,0.6585365853658537,0.975609756097561,0.5058887211467351,0.790567120888092,0.5304193646803136,5190705,172.65344876,9969.985294117649,62,8405,0.006853920984554501,0.002060583334977917,3.568378575756017e-5,0.005738174503892253,4.232799753019866e-5,13.73764560145483
Ensemble,wk inc hosp,sd,2022-2023,COVID-19,4,0.31213487030904746,0.07279688177274525,0.035530623177327574,0.20380736535897462,0.055714285714285695,0.7142857142857143,0.9714285714285714,0.45952018476463263,0.7898000519408487,0.5341297768169968,895376,11.810848986,2178.337912087912,57,2724,0.034860759089929534,0.0264278097771834,1.4329038143116635e-4,0.0054760503562990785,1.1458695679480451e-4,11.426346180113745
Ensemble,wk inc hosp,sd,2022-2023,Influenza,4,0.5288122320694328,0.12731153042510548,0.23829164298697256,0.1632090586573548,-0.06935483870967744,0.3548387096774194,0.7419354838709677,0.7690939211849714,0.92725978679115,0.81787786089559,895376,11.810848986,2178.337912087912,57,835,0.05906035364689615,0.044773430995202874,2.4275950445290295e-4,0.009277407580165488,6.333080623586022e-4,13.045209037636262
Ensemble,wk inc hosp,sd,2023-2024,COVID-19,4,0.3429934569379588,0.031203764110580942,0.07817985716940914,0.2336098356579687,-0.14634146341463417,0.7073170731707317,1,0.4890364880836158,0.7860668438239994,0.5499080941141411,895376,11.810848986,2207.563725490196,57,1934,0.038307197974701,0.029040542076570988,1.5537193920043968e-4,0.006017429069086996,1.773492538458939e-4,11.855498011749932
Ensemble,wk inc hosp,tn,2022-2023,COVID-19,4,0.2717976699784553,0.08009459241336926,0.017548798599657092,0.17415427896542893,0.15999999999999998,0.6571428571428571,1,0.42791232501554277,0.7381653306778301,0.4471701950956936,6975218,169.16790214,18430.85714285714,104,17506,0.0038966190014198166,0.0016066739998556046,1.4746881703425832e-5,0.0026134391344082237,1.5525972236859093e-5,13.978087665716842
Ensemble,wk inc hosp,tn,2022-2023,Influenza,4,0.3881237434552446,0.13128831939111568,0.10110820271838475,0.15572722134574415,0.07290322580645162,0.5806451612903226,0.7741935483870968,0.537627282513715,0.8422765674970056,0.6063165557899455,6975218,169.16790214,18430.85714285714,104,4917,0.005564324203992543,0.0022943107915001574,2.1058366436618036e-5,0.003731959071685044,7.893507086744856e-5,20.20593594915252
Ensemble,wk inc hosp,tn,2023-2024,COVID-19,4,0.36367403692970296,0.043305402217057885,0.09952878654886874,0.2208398481637763,-0.12195121951219512,0.6585365853658537,0.9512195121951219,0.5699163431374623,0.8087652123490545,0.4769818962028152,6975218,169.16790214,20646.980392156864,106,10562,0.0052138017325007325,0.0021497815621590766,1.761390915389503e-5,0.0034308871408462545,3.4432307984255156e-5,17.511453183329994
Ensemble,wk inc hosp,tx,2022-2023,COVID-19,4,0.2379452874738218,0.07409050431846712,0.025071850937539067,0.1387829322178156,0.20285714285714285,0.5714285714285714,1,0.381384502804432,0.7652803562194501,0.3609930976787215,29527941,113.01820138,54953.73626373626,432,80346,8.058309499935054e-4,0.0021053713876916223,4.329920104647023e-6,5.507992765597726e-4,2.9615075731688173e-6,21.90855949435877
Ensemble,wk inc hosp,tx,2022-2023,Influenza,4,0.3003445646843969,0.08387450106814953,0.09340262554219475,0.12306743807405258,0.005161290322580632,0.5483870967741935,0.6774193548387096,0.3744520712103458,0.7874891679628613,0.5100448640881167,29527941,113.01820138,54953.73626373626,432,22133,0.0010171537686437294,0.0026574884489140942,5.465407542864251e-6,6.952420478805484e-4,1.3569988916296792e-5,28.59782419987812
Ensemble,wk inc hosp,tx,2023-2024,COVID-19,4,0.29116661230420365,0.06257231074182751,0.05605681539443324,0.17253748616794293,0.0012195121951219523,0.6585365853658537,0.975609756097561,0.4452692155986632,0.763162384999096,0.38071066149675686,29527941,113.01820138,54211.00490196078,435,38011,9.860715053047677e-4,0.002576280711858234,5.370987179277917e-6,6.69348534032652e-4,7.660061884828172e-6,20.25989881510225
Ensemble,wk inc hosp,us,2022-2023,COVID-19,4,0.16204794658346,0.050608178513911084,0.009817792238124323,0.10162197583142459,0.22285714285714284,0.6571428571428571,1,0.2586987399374947,0.7282599792731523,0.29162108991808894,331893745,93.940076244,NA,NA,1033831,4.8825248750457774e-5,0.0017250139989513804,NA,NA,1.5674510300374047e-7,30.88342890338005
Ensemble,wk inc hosp,us,2022-2023,Influenza,4,0.3612179622101589,0.10960909017775715,0.11650765009437462,0.1351012219380271,-0.054838709677419356,0.6129032258064516,0.7096774193548387,0.4302854237467223,0.8777845668470625,0.4542890034403907,331893745,93.940076244,NA,NA,230567,1.0883542327986896e-4,0.0038451955401008105,NA,NA,1.5666507445131302e-6,36.454624024600925
Ensemble,wk inc hosp,us,2023-2024,COVID-19,4,0.24304403904934557,0.05546709621571617,0.06891127120606234,0.11866567162756703,-0.04804878048780488,0.43902439024390244,0.9512195121951219,0.40463166240486254,0.7076316726509626,0.32865558333729444,331893745,93.940076244,NA,NA,535994,7.322947259802849e-5,0.002587224204694734,NA,NA,4.534454472425915e-7,33.866213528823586
Ensemble,wk inc hosp,ut,2022-2023,COVID-19,4,0.29706808230819043,0.09269708228031907,0.034968487544949134,0.16940251248292218,0.12999999999999998,0.5714285714285714,0.9714285714285714,0.4824248833157813,0.7265852740222009,0.4500146474248948,3337975,40.520795603,5831.75,49,7218,0.008899649707028676,0.007331249988739033,5.093978347977716e-5,0.006062613924656948,4.1156564464975124e-5,10.568322233744787
Ensemble,wk inc hosp,ut,2022-2023,Influenza,4,0.4863482441982166,0.1573439904618086,0.13111156529138918,0.1978926884450188,-0.060000000000000005,0.5483870967741935,0.7741935483870968,0.6803178970895056,0.8581875656425395,0.7523397932742362,3337975,40.520795603,5831.75,49,587,0.014570158380401788,0.012002435711361236,8.339662094537945e-5,0.009925474371392176,8.285319321945768e-4,12.624948291174809
Ensemble,wk inc hosp,ut,2023-2024,COVID-19,4,0.277146964491218,0.03290695697110434,0.04732934724608371,0.19691066027402998,-0.03902439024390243,0.8048780487804879,1,0.39198210122352856,0.7184126766768908,0.4031053724600803,3337975,40.520795603,5892.46568627451,49,3959,0.008302847219982715,0.0068396229730173196,4.703412446453179e-5,0.005656060499820776,7.000428504451074e-5,9.979892162887772
Ensemble,wk inc hosp,va,2022-2023,COVID-19,4,0.2722715519761617,0.07024136259268625,0.037147931315921416,0.16488225806755402,0.14485714285714285,0.5428571428571428,0.9428571428571428,0.40432803522639144,0.7217843092370151,0.4334477990830861,8642274,218.89051189,16829.304945054944,86,21676,0.003150461926758648,0.001243870963730888,1.617841930282242e-5,0.003165948278792578,1.2560968443262673e-5,16.11612030154801
Ensemble,wk inc hosp,va,2022-2023,Influenza,4,0.30751678371851815,0.0782498803362099,0.09782410152104935,0.13144280186125887,0.017741935483870964,0.7419354838709677,0.9032258064516129,0.407457482290939,0.8317058717125884,0.6664787621537644,8642274,218.89051189,16829.304945054944,86,5281,0.0035582855128004293,0.0014048885950481759,1.827269662784723e-5,0.00357577655486649,5.823078654014735e-5,19.51098310796929
