model,target,location,season,disease,horizon,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median,wis_relative_skill,wis_scaled_relative_skill,pop,density,inpatient_beds,median_facilities,burden,wis_per100k,normalized_wis_dens,wis_hosp_capacity,wis_facilities,wis_burden,omega
Baseline,wk inc hosp,wa,2023-2024,Influenza,1,0.33025764028549515,0.12643833488799988,0.08657525417821059,0.11724405121928468,0.07321428571428575,0.14285714285714285,0.9642857142857143,0.5009697103912525,1.057145926604542,1,7738692,116.44970943,11343.426470588236,90,2261,0.0042676157713150385,0.002836053794397992,2.911445154088163e-5,0.0036695293365055018,1.4606706779544235e-4,14.514525979157533
Baseline,wk inc hosp,wi,2022-2023,COVID-19,1,0.33313206114574373,0.019727781084363714,0.006295861958105991,0.307108418103274,0.08684210526315787,1,1,0.2430990039372974,2.051896526019282,1,5895908,108.84615502,11533.065934065937,130,19269,0.005650224887256445,0.0030605772072015975,2.8884952453254497e-5,0.002562554316505721,1.7288497646257913e-5,11.876688254029855
Baseline,wk inc hosp,wi,2022-2023,Influenza,1,0.374741433738536,0.08716509364471006,0.11276106289652227,0.17481527719730366,-0.05,0.46875,0.78125,0.5282768723575253,1.1667604977686818,1,5895908,108.84615502,11533.065934065937,130,3703,0.006355957958274383,0.0034428541244261586,3.249278516926179e-5,0.002882626413373354,1.011994149982544e-4,21.113764093465047
Baseline,wk inc hosp,wi,2023-2024,COVID-19,1,0.5375547285091784,0.019713686572271974,0.02060487624055794,0.49723616569634843,-0.0023809523809523963,0.9285714285714286,1,0.3512080556891094,2.014320550024236,1,5895908,108.84615502,11316.063725490196,130,10410,0.009117420565401943,0.004938665297000203,4.7503685163799505e-5,0.004135036373147526,5.163830245044941e-5,13.521041810429256
Baseline,wk inc hosp,wi,2023-2024,Influenza,1,0.3491520477652742,0.08490983842720079,0.15140056927471524,0.11284164006335821,-0.07321428571428572,0.21428571428571427,0.7857142857142857,0.5013132747688788,1.1351099152127822,1,5895908,108.84615502,11316.063725490196,130,3621,0.005921938533730075,0.0032077572946983663,3.085454944715323e-5,0.0026857849828098015,9.642420540327926e-5,13.592309437529549
Baseline,wk inc hosp,wv,2022-2023,COVID-19,1,0.44325219147706424,0.028431075136719382,0.013214166553457507,0.4016069497868874,0.060526315789473664,0.9736842105263158,1,0.36206064403183263,1.9296921744979771,1,1782959,74.162762892,4920.7307692307695,50,6599,0.024860481451175507,0.005976748629531954,9.007852944296633e-5,0.008865043829541284,6.716960016321628e-5,10.094244429171194
Baseline,wk inc hosp,wv,2022-2023,Influenza,1,0.34588696072387454,0.10341004018972791,0.08982629245163563,0.15265062808251098,0.02531249999999999,0.53125,0.65625,0.4117660184237938,1.2430065763051648,1,1782959,74.162762892,4920.7307692307695,50,2181,0.01939960261138223,0.004663889898864402,7.0291787326935e-5,0.0069177392144774905,1.585909952883423e-4,20.03637585278075
Baseline,wk inc hosp,wv,2023-2024,COVID-19,1,0.5278115283855962,0.016605006445042474,0.028576858846994832,0.48262966309355887,-0.054761904761904776,0.9523809523809523,1,0.4419004200600858,1.7760554972558784,1,1782959,74.162762892,4937.563725490196,50,4696,0.029603122022749607,0.007116934534305648,1.0689715773403931e-4,0.010556230567711924,1.1239598134275899e-4,14.286167331879007
Baseline,wk inc hosp,wv,2023-2024,Influenza,1,0.3779851509935764,0.11323562099420553,0.13016180534581648,0.1345877246535544,0.04642857142857142,0.35714285714285715,0.75,0.5073502099718481,1.0931214001229363,1,1782959,74.162762892,4937.563725490196,50,2249,0.02119987902097448,0.005096697267657351,7.655296660622855e-5,0.007559703019871527,1.6806809737375563e-4,14.471770862312749
Baseline,wk inc hosp,wy,2022-2023,COVID-19,1,0.4708287797531272,0.032393772544506566,0.01829649889873229,0.4201385083098883,0.01578947368421051,1,1,0.5529483107250843,1.3606158066159864,1,578803,5.9615893092,1374.3351648351647,26,1304,0.08134525559700402,0.07897705717945687,3.4258657698655156e-4,0.018108799221274122,3.610650151481037e-4,13.481633861560827
Baseline,wk inc hosp,wy,2022-2023,Influenza,1,0.3002458119382785,0.09939920953267253,0.09278186439151573,0.10806473801409026,0.09937500000000002,0.6875,0.8125,0.44530884093355516,0.9952950159100095,1,578803,5.9615893092,1374.3351648351647,26,489,0.051873575627334086,0.050363384051788904,2.184662225202463e-4,0.011547915843779942,6.139996154157024e-4,10.639680218907987
Baseline,wk inc hosp,wy,2023-2024,COVID-19,1,0.48492246811057765,0.01865767636651495,0.014815707156146142,0.45144908458791655,-0.007142857142857165,1,1,0.4189963481722193,1.4801141381622023,1,578803,5.9615893092,1287.3333333333333,24,724,0.08378022714301371,0.08134113957870918,3.7668757232825814e-4,0.020205102837940737,6.697824145173724e-4,9.885326307218257
Baseline,wk inc hosp,wy,2023-2024,Influenza,1,0.4726207623899488,0.19128022099903996,0.18446657356449905,0.09687396782640983,0.06071428571428573,0.17857142857142858,0.7142857142857143,0.7138195163436979,1.0433547716626854,1,578803,5.9615893092,1287.3333333333333,24,704,0.08165485707398698,0.07927764525150945,3.6713161242098565e-4,0.019692531766247866,6.713363102129955e-4,12.666242747047052
Baseline,wk inc hosp,ak,2022-2023,COVID-19,2,0.5131602295678274,0.04696553887479908,0.0048308679108957355,0.46136382278213256,0.09999999999999998,1,1,0.5332937949666754,1.5812258950208053,1,732673,1.2830925496,1411.8983516483515,14,1662,0.07003946229325052,0.39994015219541523,3.6345408928959176e-4,0.03665430211198767,3.0876066761000443e-4,11.575084404870283
Baseline,wk inc hosp,ak,2022-2023,Influenza,2,0.5339725944588768,0.1864819358181602,0.1607412027062172,0.18674945593449946,0.029062500000000005,0.53125,0.78125,0.8210442978836241,1.1067765780875285,1,732673,1.2830925496,1411.8983516483515,14,590,0.07288006988914247,0.41616062272775334,3.781947856483286e-4,0.03814089960420548,9.050382956930115e-4,11.211266289672928
Baseline,wk inc hosp,ak,2023-2024,COVID-19,2,0.5305785250068056,0.015430585839160668,0.020435460997098896,0.4947124781705461,-0.04523809523809528,1,1,0.5445742102380575,1.5585136761983496,1,732673,1.2830925496,1312.7941176470588,14,708,0.0724168251057164,0.41351539697756934,4.041597367588527e-4,0.03789846607191468,7.49404696337296e-4,11.621711707632477
Baseline,wk inc hosp,ak,2023-2024,Influenza,2,0.4143050543241063,0.13360858078670756,0.08032835099743302,0.20036812253996575,0.11481481481481481,0.5925925925925926,0.9259259259259259,0.6035314380209511,0.9649314552788263,1,732673,1.2830925496,1312.7941176470588,14,325,0.056547061830326255,0.3228956901458625,3.1559027326133335e-4,0.029593218166007594,0.0012747847825357117,10.541398766009557
Baseline,wk inc hosp,al,2022-2023,COVID-19,2,0.6186884700968187,0.006116701299976127,0.017869846938010945,0.5947019218588316,-0.054054054054054085,1,1,0.3010161953147305,2.446632916838735,1,5039877,99.509912915,13304.326923076924,95,15826,0.012275864472423011,0.006217355155614435,4.6502801207002595e-5,0.00651251021154546,3.9093167578467e-5,14.199152960488648
Baseline,wk inc hosp,al,2022-2023,Influenza,2,0.3977538732821645,0.10641511332383924,0.10503058558660437,0.1863081743717209,0.103125,0.59375,0.78125,0.4533825788819946,1.1630666003996066,1,5039877,99.509912915,13304.326923076924,95,3564,0.007892134535865944,0.0039971281416145985,2.9896579930867708e-5,0.004186882876654363,1.1160321921497321e-4,19.951969451625406
Baseline,wk inc hosp,al,2023-2024,COVID-19,2,0.663346954703163,0.008814954197801627,0.028696867206001973,0.6258351332993592,-0.07380952380952382,1,1,0.4416861459601167,1.9282518174002898,1,5039877,99.509912915,12738.009803921568,95,8739,0.01316196714132434,0.006666139435472974,5.207618497035091e-5,0.006982599523191189,7.590650585915585e-5,15.3271526862507
Baseline,wk inc hosp,al,2023-2024,Influenza,2,0.4237306813120301,0.1555598738021626,0.1366262778234904,0.13154452968637712,0.11333333333333333,0.14814814814814814,0.7777777777777778,0.6037055018469687,1.2397583653887487,1,5039877,99.509912915,12738.009803921568,95,3043,0.008407559972436434,0.00425817558170285,3.3265061641071974e-5,0.004460322961179265,1.3924767706606313e-4,18.228291453119773
Baseline,wk inc hosp,ar,2022-2023,COVID-19,2,0.6285390077959742,0.015400115306603275,0.01761255098467945,0.5955263415046914,-0.008108108108108128,1,1,0.386717199031203,2.3206405071827048,1,3025891,58.194678618,7641.046703296704,85,8346,0.02077203071082118,0.010800626839471245,8.225823400932664e-5,0.007394576562305579,7.531020941720274e-5,14.074662947845207
Baseline,wk inc hosp,ar,2022-2023,Influenza,2,0.4245192014594639,0.11383925572128172,0.11607610048423625,0.19460384525394595,0.0675,0.5,0.6875,0.4438740107850219,1.2357796061969832,1,3025891,58.194678618,7641.046703296704,85,3423,0.01402956026702429,0.007294811339127447,5.555772892688989e-5,0.004994343546581928,1.240196323282103e-4,18.023459258186637
Baseline,wk inc hosp,ar,2023-2024,COVID-19,2,0.6552165277430696,0.019925179077863047,0.018711472526322676,0.6165798761388839,0.011904761904761882,1,1,0.47748041080775205,1.8437503868424647,1,3025891,58.194678618,7726.941176470588,84,5129,0.02165367251309018,0.011259045385301033,8.479636544125354e-5,0.007800196758846066,1.2774742205947935e-4,11.01825196545212
Baseline,wk inc hosp,ar,2023-2024,Influenza,2,0.4656396623375194,0.1263999893462006,0.1746243887380518,0.16461528425326705,-0.19000000000000003,0.3333333333333333,0.7407407407407407,0.5766502265457242,1.1288068763559542,1,3025891,58.194678618,7726.941176470588,84,3640,0.01538851407197151,0.008001413074106985,6.0261836049101156e-5,0.005543329313541898,1.2792298415865918e-4,14.469964549891179
Baseline,wk inc hosp,as,2022-2023,COVID-19,2,0.23162322107872832,8.145090253348358e-4,0,0.23080871205339348,0.002702702702702702,1,1,0.018733707582701223,2.9284403644356036,1,NA,NA,150,1,3,NA,NA,0.0015441548071915222,0.23162322107872832,0.0772077403595761,NA
Baseline,wk inc hosp,as,2023-2024,COVID-19,2,0.20316997440408888,0,0,0.20316997440408888,0,1,1,0,1.148989595775223,1,NA,NA,150,1,1,NA,NA,0.0013544664960272591,0.20316997440408888,0.20316997440408888,NA
Baseline,wk inc hosp,az,2022-2023,COVID-19,2,0.5103466300597717,0.0196064078181668,0.019614748291259653,0.47112547395034515,-0.00810810810810814,0.8918918918918919,1,0.26636384090754583,2.412539148818127,1,7276316,64.022113803,14659.978021978022,74,21207,0.007013805201145354,0.007971411747355606,3.4812237050742335e-5,0.006896576081888806,2.4065008254810752e-5,17.715813040059423
Baseline,wk inc hosp,az,2022-2023,Influenza,2,0.4899128483308058,0.16260062725037275,0.13208286075603778,0.1952293603243952,0.1046875,0.46875,0.6875,0.5741484426564277,1.3069631298288724,1,7276316,64.022113803,14659.978021978022,74,6580,0.006732979275924875,0.007652244189223397,3.3418389004153736e-5,0.006620443896362241,7.445484017185498e-5,27.054612217430762
Baseline,wk inc hosp,az,2023-2024,COVID-19,2,0.6143829071594241,0.009600287431888553,0.015105842014675587,0.58967677771286,-0.028571428571428595,1,1,0.32350896578969884,2.2589512078187064,1,7276316,64.022113803,14490.240196078432,72,10726,0.008443598479772238,0.009596417091911684,4.2399773837130576e-5,0.008533095932769779,5.7279778776750334e-5,14.386903211934465
Baseline,wk inc hosp,az,2023-2024,Influenza,2,0.5587172428907949,0.162715516228345,0.22629644651083447,0.1697052801516155,0.021481481481481494,0.25925925925925924,0.6666666666666666,0.7145599616283919,1.353093194234384,1,7276316,64.022113803,14490.240196078432,72,9072,0.007678573097853294,0.00872694151602058,3.855817676797404e-5,0.007759961706816597,6.158699767314759e-5,29.50153350361019
Baseline,wk inc hosp,ca,2022-2023,COVID-19,2,0.3234713770595258,0.01831929224049548,0.02342750040043412,0.2817245844185962,0.013513513513513487,0.8648648648648649,1,0.20334458681897732,2.189759471129827,1,39237836,251.75436223,62078.34065934066,346,126949,8.243863832335856e-4,0.0012848690056222578,5.210696252894357e-6,9.348883730044097e-4,2.5480419464472015e-6,25.992928812588122
Baseline,wk inc hosp,ca,2022-2023,Influenza,2,0.5713464605269077,0.15059085970965033,0.16835918983922665,0.2523964109780307,0.1365625,0.53125,0.65625,0.5572356531932334,1.4742159930084635,1,39237836,251.75436223,62078.34065934066,346,19291,0.001456111036620133,0.0022694600223249835,9.203636154874248e-6,0.001651290348343664,2.961725470566107e-5,31.247493784085556
Baseline,wk inc hosp,ca,2023-2024,COVID-19,2,0.4430591903267189,0.022565858984794004,0.01685838936557092,0.40363494197635397,0.009523809523809521,0.9523809523809523,1,0.29447905313955486,1.9929057871788667,1,39237836,251.75436223,62704.220588235294,342,56664,0.0011291631636533648,0.001759886845265247,7.065859142659477e-6,0.0012954947085576578,7.81905954974444e-6,22.47149289437652
Baseline,wk inc hosp,ca,2023-2024,Influenza,2,0.5092373630070568,0.10706870074205457,0.1944050000990953,0.2077636621659069,0.011851851851851862,0.3333333333333333,0.8518518518518519,0.6370014949761419,1.42412655275335,1,39237836,251.75436223,62704.220588235294,342,14530,0.0012978222423047408,0.0020227548730290647,8.12126134779835e-6,0.0014889981374475345,3.504730646985938e-5,28.507748488735775
Baseline,wk inc hosp,co,2022-2023,COVID-19,2,0.5601126668264617,0.01484730383731566,0.01156190402557032,0.5337034589635756,0.016216216216216196,1,1,0.2982430205552089,2.1095066105651368,1,5812069,56.081421447,10500.857142857143,90,15440,0.009637061549449285,0.00998749055167581,5.3339709245302854e-5,0.006223474075849574,3.627672712606617e-5,13.124882540451143
Baseline,wk inc hosp,co,2022-2023,Influenza,2,0.5420759927114469,0.12223515440910478,0.11403340078291127,0.3058074375194309,-0.111875,0.5625,0.71875,0.6181868917574197,1.373273379904149,1,5812069,56.081421447,10500.857142857143,90,2350,0.009326730166339163,0.009665874700122184,5.1622070973527716e-5,0.006023066585682743,2.306706351963604e-4,12.123628700709277
Baseline,wk inc hosp,co,2023-2024,COVID-19,2,0.6582107138093463,0.011748704039025096,0.015582864634194733,0.6308791451361264,-0.038095238095238126,1,1,0.3804342232852247,2.1092423679187626,1,5812069,56.081421447,10568.35294117647,90,8816,0.011324895038399342,0.011736698122592903,6.228129562600264e-5,0.007313452375659403,7.466092488763002e-5,12.488492399017836
Baseline,wk inc hosp,co,2023-2024,Influenza,2,0.4116722267264064,0.10643235488313274,0.1541612300206196,0.15107864182265401,0.0025925925925925908,0.2222222222222222,0.7407407407407407,0.6012574315595691,1.1594140050783444,1,5812069,56.081421447,10568.35294117647,90,3735,0.007083058145497006,0.007340616840738588,3.8953300388222934e-5,0.004574135852515627,1.1022014102447294e-4,13.358498271168639
Baseline,wk inc hosp,ct,2022-2023,COVID-19,2,0.45832469034498935,0.02897386210030704,0.011745049028065712,0.41760577921661657,0.04054054054054052,0.9459459459459459,1,0.29483202041746703,2.2826438910564653,1,3605597,744.55699104,7518.728021978022,30,15648,0.012711478580245916,6.155669691648448e-4,6.095774298594905e-5,0.015277489678166311,2.9289665794030507e-5,11.302134177143975
Baseline,wk inc hosp,ct,2022-2023,Influenza,2,0.5331181650608668,0.16743729200589444,0.1515092678974755,0.21417160515749686,0.08906249999999999,0.5,0.625,0.6136978332191837,1.2768836788654785,1,3605597,744.55699104,7518.728021978022,30,2784,0.014785850028743282,7.160206290135096e-4,7.090536637347529e-5,0.017770605502028896,1.914935937718631e-4,16.644738082970655
Baseline,wk inc hosp,ct,2023-2024,COVID-19,2,0.6378305922198014,0.019778736554634562,0.019401446033833616,0.5986504096313333,-0.02619047619047619,1,1,0.4195454879193748,1.9312445477778444,1,3605597,744.55699104,7893.019607843137,30,6852,0.01769001339361558,8.566578514411332e-4,8.080945239081908e-5,0.021261019740660046,9.30867764477235e-5,11.954893533039945
Baseline,wk inc hosp,ct,2023-2024,Influenza,2,0.41898623123541373,0.08328833948947616,0.17763791695988151,0.1580599747860561,-0.11296296296296295,0.25925925925925924,0.8888888888888888,0.5972099466269964,1.0471821740846576,1,3605597,744.55699104,7893.019607843137,30,2719,0.011620439867112541,5.62732250556364e-4,5.308313573921385e-5,0.013966207707847124,1.540957084352386e-4,13.98437734276634
Baseline,wk inc hosp,dc,2022-2023,COVID-19,2,0.4913092877954883,0.00838221663755724,0.018747120937725834,0.46417995022020525,-0.062162162162162186,1,1,0.36985703634739464,1.7559471683242331,1,670050,10961.845722,3231.145604395605,9,3456,0.0733242724864545,4.481994184696922e-5,1.5205420861477678e-4,0.05458992086616537,1.4216125225563898e-4,11.20142362946085
Baseline,wk inc hosp,dc,2022-2023,Influenza,2,0.46014311470339453,0.14713156405436073,0.16225583682247002,0.15075571382656378,0.012499999999999997,0.5,0.71875,0.6513863409325857,0.9795622996825801,1,670050,10961.845722,3231.145604395605,9,500,0.068672951974239907,4.197679171673664e-5,1.4240865966467817e-4,0.051127012744821614,9.20286229406789e-4,12.992435005910252
Baseline,wk inc hosp,dc,2023-2024,COVID-19,2,0.5738972015981249,0.017951712088915574,0.018010461009970724,0.5379350284992386,-0.002380952380952412,1,1,0.5715040039618381,1.534388171196057,1,670050,10961.845722,2979.2401960784314,9,1536,0.08564990696188715,5.235406665561215e-5,1.9263206852322438e-4,0.06376635573312499,3.736309906237792e-4,14.312258175275572
Baseline,wk inc hosp,dc,2023-2024,Influenza,2,0.49579160208139095,0.1193833581737637,0.24721124715777595,0.12919699674985127,-0.05629629629629628,0.3333333333333333,0.8148148148148148,0.810053126947281,0.9447655677253323,1,670050,10961.845722,2979.2401960784314,9,544,0.07399322469687203,4.522884326736659e-5,1.664154514073758e-4,0.05508795578682121,9.113816214731451e-4,10.883019765741675
Baseline,wk inc hosp,de,2022-2023,COVID-19,2,0.4996556125816089,0.03299729680723298,0.004894626990222179,0.46176368878415375,0.07837837837837834,0.972972972972973,1,0.398084978463628,1.4651586821582112,1,1003384,514.93862029,2521.901098901099,8,3431,0.04979704804756792,9.703207195844349e-4,1.9812656919786838e-4,0.06245695157270111,1.4562973260903787e-4,11.830919753892433
