,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
1719,ma,pct_ed_visits_covid,202321,202551,134,0.57,,,state,nssp
1720,md,pct_ed_visits_covid,202321,202551,134,0.34,,,state,nssp
1721,me,pct_ed_visits_covid,202321,202551,134,0.67,,,state,nssp
1722,mi,pct_ed_visits_covid,202321,202551,134,0.6,,,state,nssp
1723,mn,pct_ed_visits_covid,202321,202551,134,0.42,,,state,nssp
1724,ms,pct_ed_visits_covid,202321,202551,134,0.61,,,state,nssp
1725,mt,pct_ed_visits_covid,202321,202551,134,0.49,,,state,nssp
1726,nc,pct_ed_visits_covid,202321,202551,134,0.57,,,state,nssp
1727,nd,pct_ed_visits_covid,202321,202551,134,0.55,,,state,nssp
1728,ne,pct_ed_visits_covid,202321,202551,134,0.2,,,state,nssp
1729,nh,pct_ed_visits_covid,202321,202551,134,0.47,,,state,nssp
1730,nj,pct_ed_visits_covid,202321,202551,134,0.38,,,state,nssp
1731,nm,pct_ed_visits_covid,202321,202551,134,1.1,,,state,nssp
1732,nv,pct_ed_visits_covid,202321,202551,134,0.7,,,state,nssp
1733,ny,pct_ed_visits_covid,202321,202551,134,0.36,,,state,nssp
1734,oh,pct_ed_visits_covid,202321,202551,134,0.42,,,state,nssp
1735,ok,pct_ed_visits_covid,202321,202551,134,0.27,,,state,nssp
1736,or,pct_ed_visits_covid,202321,202551,134,0.7,,,state,nssp
1737,pa,pct_ed_visits_covid,202321,202551,134,0.28,,,state,nssp
1738,ri,pct_ed_visits_covid,202321,202551,134,0.43,,,state,nssp
1739,sc,pct_ed_visits_covid,202321,202551,134,0.6,,,state,nssp
1740,sd,pct_ed_visits_covid,202321,202551,134,0.27,,,state,nssp
1741,tn,pct_ed_visits_covid,202321,202551,134,0.45,,,state,nssp
1742,tx,pct_ed_visits_covid,202321,202551,134,0.51,,,state,nssp
1743,ut,pct_ed_visits_covid,202321,202551,134,0.61,,,state,nssp
1744,va,pct_ed_visits_covid,202321,202551,134,0.49,,,state,nssp
1745,vt,pct_ed_visits_covid,202321,202551,134,0.6,,,state,nssp
1746,wa,pct_ed_visits_covid,202321,202551,134,0.83,,,state,nssp
1747,wi,pct_ed_visits_covid,202321,202551,134,0.46,,,state,nssp
1748,wv,pct_ed_visits_covid,202321,202551,134,0.45,,,state,nssp
1749,wy,pct_ed_visits_covid,202321,202551,134,0.8,,,state,nssp
1750,ak,pct_ed_visits_covid,202322,202551,133,1.26,,,state,nssp
1751,al,pct_ed_visits_covid,202322,202551,133,0.57,,,state,nssp
1752,ar,pct_ed_visits_covid,202322,202551,133,0.43,,,state,nssp
1753,az,pct_ed_visits_covid,202322,202551,133,0.9,,,state,nssp
1754,ca,pct_ed_visits_covid,202322,202551,133,0.69,,,state,nssp
1755,co,pct_ed_visits_covid,202322,202551,133,0.37,,,state,nssp
1756,ct,pct_ed_visits_covid,202322,202551,133,0.55,,,state,nssp
1757,dc,pct_ed_visits_covid,202322,202551,133,0.33,,,state,nssp
1758,de,pct_ed_visits_covid,202322,202551,133,0.25,,,state,nssp
1759,fl,pct_ed_visits_covid,202322,202551,133,1.08,,,state,nssp
1760,ga,pct_ed_visits_covid,202322,202551,133,0.33,,,state,nssp
1761,hi,pct_ed_visits_covid,202322,202551,133,1.66,,,state,nssp
1762,ia,pct_ed_visits_covid,202322,202551,133,0.85,,,state,nssp
1763,id,pct_ed_visits_covid,202322,202551,133,0.43,,,state,nssp
1764,il,pct_ed_visits_covid,202322,202551,133,0.56,,,state,nssp
1765,in,pct_ed_visits_covid,202322,202551,133,0.41,,,state,nssp
1766,ks,pct_ed_visits_covid,202322,202551,133,0.27,,,state,nssp
1767,ky,pct_ed_visits_covid,202322,202551,133,0.38,,,state,nssp
1768,la,pct_ed_visits_covid,202322,202551,133,0.74,,,state,nssp
1769,ma,pct_ed_visits_covid,202322,202551,133,0.69,,,state,nssp
1770,md,pct_ed_visits_covid,202322,202551,133,0.44,,,state,nssp
1771,me,pct_ed_visits_covid,202322,202551,133,0.55,,,state,nssp
1772,mi,pct_ed_visits_covid,202322,202551,133,0.54,,,state,nssp
1773,mn,pct_ed_visits_covid,202322,202551,133,0.33,,,state,nssp
1774,ms,pct_ed_visits_covid,202322,202551,133,0.57,,,state,nssp
1775,mt,pct_ed_visits_covid,202322,202551,133,0.36,,,state,nssp
1776,nc,pct_ed_visits_covid,202322,202551,133,0.63,,,state,nssp
1777,nd,pct_ed_visits_covid,202322,202551,133,0.44,,,state,nssp
1778,ne,pct_ed_visits_covid,202322,202551,133,0.23,,,state,nssp
1779,nh,pct_ed_visits_covid,202322,202551,133,0.47,,,state,nssp
1780,nj,pct_ed_visits_covid,202322,202551,133,0.36,,,state,nssp
1781,nm,pct_ed_visits_covid,202322,202551,133,0.86,,,state,nssp
1782,nv,pct_ed_visits_covid,202322,202551,133,0.76,,,state,nssp
1783,ny,pct_ed_visits_covid,202322,202551,133,0.42,,,state,nssp
1784,oh,pct_ed_visits_covid,202322,202551,133,0.37,,,state,nssp
1785,ok,pct_ed_visits_covid,202322,202551,133,0.19,,,state,nssp
1786,or,pct_ed_visits_covid,202322,202551,133,0.68,,,state,nssp
1787,pa,pct_ed_visits_covid,202322,202551,133,0.29,,,state,nssp
1788,ri,pct_ed_visits_covid,202322,202551,133,0.49,,,state,nssp
1789,sc,pct_ed_visits_covid,202322,202551,133,0.65,,,state,nssp
1790,sd,pct_ed_visits_covid,202322,202551,133,0.23,,,state,nssp
1791,tn,pct_ed_visits_covid,202322,202551,133,0.41,,,state,nssp
1792,tx,pct_ed_visits_covid,202322,202551,133,0.49,,,state,nssp
1793,ut,pct_ed_visits_covid,202322,202551,133,0.74,,,state,nssp
1794,va,pct_ed_visits_covid,202322,202551,133,0.55,,,state,nssp
1795,vt,pct_ed_visits_covid,202322,202551,133,0.53,,,state,nssp
1796,wa,pct_ed_visits_covid,202322,202551,133,0.78,,,state,nssp
1797,wi,pct_ed_visits_covid,202322,202551,133,0.47,,,state,nssp
1798,wv,pct_ed_visits_covid,202322,202551,133,0.42,,,state,nssp
1799,wy,pct_ed_visits_covid,202322,202551,133,0.82,,,state,nssp
1800,ak,pct_ed_visits_covid,202323,202551,132,1.21,,,state,nssp
1801,al,pct_ed_visits_covid,202323,202551,132,0.46,,,state,nssp
1802,ar,pct_ed_visits_covid,202323,202551,132,0.33,,,state,nssp
1803,az,pct_ed_visits_covid,202323,202551,132,0.85,,,state,nssp
1804,ca,pct_ed_visits_covid,202323,202551,132,0.68,,,state,nssp
1805,co,pct_ed_visits_covid,202323,202551,132,0.39,,,state,nssp
1806,ct,pct_ed_visits_covid,202323,202551,132,0.41,,,state,nssp
1807,dc,pct_ed_visits_covid,202323,202551,132,0.49,,,state,nssp
1808,de,pct_ed_visits_covid,202323,202551,132,0.35,,,state,nssp
1809,fl,pct_ed_visits_covid,202323,202551,132,1.07,,,state,nssp
1810,ga,pct_ed_visits_covid,202323,202551,132,0.3,,,state,nssp
1811,hi,pct_ed_visits_covid,202323,202551,132,1.74,,,state,nssp
1812,ia,pct_ed_visits_covid,202323,202551,132,0.72,,,state,nssp
1813,id,pct_ed_visits_covid,202323,202551,132,0.44,,,state,nssp
1814,il,pct_ed_visits_covid,202323,202551,132,0.44,,,state,nssp
1815,in,pct_ed_visits_covid,202323,202551,132,0.28,,,state,nssp
1816,ks,pct_ed_visits_covid,202323,202551,132,0.25,,,state,nssp
1817,ky,pct_ed_visits_covid,202323,202551,132,0.28,,,state,nssp
1818,la,pct_ed_visits_covid,202323,202551,132,0.59,,,state,nssp
1819,ma,pct_ed_visits_covid,202323,202551,132,0.58,,,state,nssp
1820,md,pct_ed_visits_covid,202323,202551,132,0.34,,,state,nssp
1821,me,pct_ed_visits_covid,202323,202551,132,0.5,,,state,nssp
1822,mi,pct_ed_visits_covid,202323,202551,132,0.39,,,state,nssp
1823,mn,pct_ed_visits_covid,202323,202551,132,0.31,,,state,nssp
1824,ms,pct_ed_visits_covid,202323,202551,132,0.51,,,state,nssp
1825,mt,pct_ed_visits_covid,202323,202551,132,0.32,,,state,nssp
1826,nc,pct_ed_visits_covid,202323,202551,132,0.53,,,state,nssp
1827,nd,pct_ed_visits_covid,202323,202551,132,0.4,,,state,nssp
1828,ne,pct_ed_visits_covid,202323,202551,132,0.19,,,state,nssp
1829,nh,pct_ed_visits_covid,202323,202551,132,0.47,,,state,nssp
1830,nj,pct_ed_visits_covid,202323,202551,132,0.33,,,state,nssp
1831,nm,pct_ed_visits_covid,202323,202551,132,0.74,,,state,nssp
1832,nv,pct_ed_visits_covid,202323,202551,132,0.67,,,state,nssp
1833,ny,pct_ed_visits_covid,202323,202551,132,0.35,,,state,nssp
1834,oh,pct_ed_visits_covid,202323,202551,132,0.25,,,state,nssp
1835,ok,pct_ed_visits_covid,202323,202551,132,0.18,,,state,nssp
1836,or,pct_ed_visits_covid,202323,202551,132,0.63,,,state,nssp
1837,pa,pct_ed_visits_covid,202323,202551,132,0.25,,,state,nssp
1838,ri,pct_ed_visits_covid,202323,202551,132,0.41,,,state,nssp
1839,sc,pct_ed_visits_covid,202323,202551,132,0.63,,,state,nssp
1840,sd,pct_ed_visits_covid,202323,202551,132,0.18,,,state,nssp
1841,tn,pct_ed_visits_covid,202323,202551,132,0.37,,,state,nssp
1842,tx,pct_ed_visits_covid,202323,202551,132,0.4,,,state,nssp
1843,ut,pct_ed_visits_covid,202323,202551,132,0.54,,,state,nssp
1844,va,pct_ed_visits_covid,202323,202551,132,0.48,,,state,nssp
1845,vt,pct_ed_visits_covid,202323,202551,132,0.58,,,state,nssp
1846,wa,pct_ed_visits_covid,202323,202551,132,0.85,,,state,nssp
1847,wi,pct_ed_visits_covid,202323,202551,132,0.33,,,state,nssp
1848,wv,pct_ed_visits_covid,202323,202551,132,0.28,,,state,nssp
1849,wy,pct_ed_visits_covid,202323,202551,132,0.45,,,state,nssp
1850,ak,pct_ed_visits_covid,202324,202551,131,1.71,,,state,nssp
1851,al,pct_ed_visits_covid,202324,202551,131,0.45,,,state,nssp
1852,ar,pct_ed_visits_covid,202324,202551,131,0.24,,,state,nssp
1853,az,pct_ed_visits_covid,202324,202551,131,0.8,,,state,nssp
1854,ca,pct_ed_visits_covid,202324,202551,131,0.67,,,state,nssp
1855,co,pct_ed_visits_covid,202324,202551,131,0.41,,,state,nssp
1856,ct,pct_ed_visits_covid,202324,202551,131,0.43,,,state,nssp
1857,dc,pct_ed_visits_covid,202324,202551,131,0.31,,,state,nssp
1858,de,pct_ed_visits_covid,202324,202551,131,0.36,,,state,nssp
1859,fl,pct_ed_visits_covid,202324,202551,131,1.08,,,state,nssp
1860,ga,pct_ed_visits_covid,202324,202551,131,0.32,,,state,nssp
1861,hi,pct_ed_visits_covid,202324,202551,131,1.33,,,state,nssp
1862,ia,pct_ed_visits_covid,202324,202551,131,0.74,,,state,nssp
1863,id,pct_ed_visits_covid,202324,202551,131,0.3,,,state,nssp
1864,il,pct_ed_visits_covid,202324,202551,131,0.46,,,state,nssp
1865,in,pct_ed_visits_covid,202324,202551,131,0.3,,,state,nssp
1866,ks,pct_ed_visits_covid,202324,202551,131,0.13,,,state,nssp
1867,ky,pct_ed_visits_covid,202324,202551,131,0.32,,,state,nssp
1868,la,pct_ed_visits_covid,202324,202551,131,0.59,,,state,nssp
1869,ma,pct_ed_visits_covid,202324,202551,131,0.59,,,state,nssp
1870,md,pct_ed_visits_covid,202324,202551,131,0.41,,,state,nssp
1871,me,pct_ed_visits_covid,202324,202551,131,0.47,,,state,nssp
1872,mi,pct_ed_visits_covid,202324,202551,131,0.45,,,state,nssp
1873,mn,pct_ed_visits_covid,202324,202551,131,0.41,,,state,nssp
1874,ms,pct_ed_visits_covid,202324,202551,131,0.36,,,state,nssp
1875,mt,pct_ed_visits_covid,202324,202551,131,0.3,,,state,nssp
1876,nc,pct_ed_visits_covid,202324,202551,131,0.55,,,state,nssp
1877,nd,pct_ed_visits_covid,202324,202551,131,0.13,,,state,nssp
1878,ne,pct_ed_visits_covid,202324,202551,131,0.2,,,state,nssp
1879,nh,pct_ed_visits_covid,202324,202551,131,0.57,,,state,nssp
1880,nj,pct_ed_visits_covid,202324,202551,131,0.31,,,state,nssp
1881,nm,pct_ed_visits_covid,202324,202551,131,0.74,,,state,nssp
1882,nv,pct_ed_visits_covid,202324,202551,131,0.67,,,state,nssp
1883,ny,pct_ed_visits_covid,202324,202551,131,0.35,,,state,nssp
1884,oh,pct_ed_visits_covid,202324,202551,131,0.24,,,state,nssp
1885,ok,pct_ed_visits_covid,202324,202551,131,0.24,,,state,nssp
1886,or,pct_ed_visits_covid,202324,202551,131,0.66,,,state,nssp
1887,pa,pct_ed_visits_covid,202324,202551,131,0.27,,,state,nssp
1888,ri,pct_ed_visits_covid,202324,202551,131,0.47,,,state,nssp
1889,sc,pct_ed_visits_covid,202324,202551,131,0.59,,,state,nssp
1890,sd,pct_ed_visits_covid,202324,202551,131,0.18,,,state,nssp
1891,tn,pct_ed_visits_covid,202324,202551,131,0.33,,,state,nssp
1892,tx,pct_ed_visits_covid,202324,202551,131,0.38,,,state,nssp
1893,ut,pct_ed_visits_covid,202324,202551,131,0.47,,,state,nssp
1894,va,pct_ed_visits_covid,202324,202551,131,0.52,,,state,nssp
1895,vt,pct_ed_visits_covid,202324,202551,131,0.6,,,state,nssp
1896,wa,pct_ed_visits_covid,202324,202551,131,0.79,,,state,nssp
1897,wi,pct_ed_visits_covid,202324,202551,131,0.32,,,state,nssp
1898,wv,pct_ed_visits_covid,202324,202551,131,0.36,,,state,nssp
1899,wy,pct_ed_visits_covid,202324,202551,131,0.36,,,state,nssp
1900,ak,pct_ed_visits_covid,202325,202551,130,1.68,,,state,nssp
1901,al,pct_ed_visits_covid,202325,202551,130,0.49,,,state,nssp
1902,ar,pct_ed_visits_covid,202325,202551,130,0.3,,,state,nssp
1903,az,pct_ed_visits_covid,202325,202551,130,0.89,,,state,nssp
1904,ca,pct_ed_visits_covid,202325,202551,130,0.61,,,state,nssp
1905,co,pct_ed_visits_covid,202325,202551,130,0.39,,,state,nssp
1906,ct,pct_ed_visits_covid,202325,202551,130,0.45,,,state,nssp
1907,dc,pct_ed_visits_covid,202325,202551,130,0.5,,,state,nssp
1908,de,pct_ed_visits_covid,202325,202551,130,0.25,,,state,nssp
1909,fl,pct_ed_visits_covid,202325,202551,130,1.19,,,state,nssp
1910,ga,pct_ed_visits_covid,202325,202551,130,0.35,,,state,nssp
1911,hi,pct_ed_visits_covid,202325,202551,130,1.73,,,state,nssp
1912,ia,pct_ed_visits_covid,202325,202551,130,0.71,,,state,nssp
1913,id,pct_ed_visits_covid,202325,202551,130,0.37,,,state,nssp
1914,il,pct_ed_visits_covid,202325,202551,130,0.41,,,state,nssp
1915,in,pct_ed_visits_covid,202325,202551,130,0.24,,,state,nssp
1916,ks,pct_ed_visits_covid,202325,202551,130,0.26,,,state,nssp
1917,ky,pct_ed_visits_covid,202325,202551,130,0.31,,,state,nssp
1918,la,pct_ed_visits_covid,202325,202551,130,0.66,,,state,nssp
1919,ma,pct_ed_visits_covid,202325,202551,130,0.54,,,state,nssp
1920,md,pct_ed_visits_covid,202325,202551,130,0.43,,,state,nssp
1921,me,pct_ed_visits_covid,202325,202551,130,0.3,,,state,nssp
1922,mi,pct_ed_visits_covid,202325,202551,130,0.38,,,state,nssp
1923,mn,pct_ed_visits_covid,202325,202551,130,0.29,,,state,nssp
1924,ms,pct_ed_visits_covid,202325,202551,130,0.56,,,state,nssp
1925,mt,pct_ed_visits_covid,202325,202551,130,0.48,,,state,nssp
1926,nc,pct_ed_visits_covid,202325,202551,130,0.52,,,state,nssp
1927,nd,pct_ed_visits_covid,202325,202551,130,0.23,,,state,nssp
1928,ne,pct_ed_visits_covid,202325,202551,130,0.23,,,state,nssp
1929,nh,pct_ed_visits_covid,202325,202551,130,0.46,,,state,nssp
1930,nj,pct_ed_visits_covid,202325,202551,130,0.32,,,state,nssp
1931,nm,pct_ed_visits_covid,202325,202551,130,0.69,,,state,nssp
1932,nv,pct_ed_visits_covid,202325,202551,130,0.66,,,state,nssp
1933,ny,pct_ed_visits_covid,202325,202551,130,0.32,,,state,nssp
1934,oh,pct_ed_visits_covid,202325,202551,130,0.26,,,state,nssp
1935,ok,pct_ed_visits_covid,202325,202551,130,0.31,,,state,nssp
1936,or,pct_ed_visits_covid,202325,202551,130,0.7,,,state,nssp
1937,pa,pct_ed_visits_covid,202325,202551,130,0.28,,,state,nssp
1938,ri,pct_ed_visits_covid,202325,202551,130,0.43,,,state,nssp
1939,sc,pct_ed_visits_covid,202325,202551,130,0.6,,,state,nssp
1940,sd,pct_ed_visits_covid,202325,202551,130,0.13,,,state,nssp
1941,tn,pct_ed_visits_covid,202325,202551,130,0.36,,,state,nssp
1942,tx,pct_ed_visits_covid,202325,202551,130,0.44,,,state,nssp
1943,ut,pct_ed_visits_covid,202325,202551,130,0.44,,,state,nssp
1944,va,pct_ed_visits_covid,202325,202551,130,0.44,,,state,nssp
1945,vt,pct_ed_visits_covid,202325,202551,130,0.69,,,state,nssp
1946,wa,pct_ed_visits_covid,202325,202551,130,1.02,,,state,nssp
1947,wi,pct_ed_visits_covid,202325,202551,130,0.3,,,state,nssp
1948,wv,pct_ed_visits_covid,202325,202551,130,0.38,,,state,nssp
1949,wy,pct_ed_visits_covid,202325,202551,130,0.5,,,state,nssp
1950,ak,pct_ed_visits_covid,202326,202551,129,1.45,,,state,nssp
1951,al,pct_ed_visits_covid,202326,202551,129,0.53,,,state,nssp
1952,ar,pct_ed_visits_covid,202326,202551,129,0.29,,,state,nssp
1953,az,pct_ed_visits_covid,202326,202551,129,0.83,,,state,nssp
1954,ca,pct_ed_visits_covid,202326,202551,129,0.7,,,state,nssp
1955,co,pct_ed_visits_covid,202326,202551,129,0.42,,,state,nssp
1956,ct,pct_ed_visits_covid,202326,202551,129,0.39,,,state,nssp
1957,dc,pct_ed_visits_covid,202326,202551,129,0.49,,,state,nssp
1958,de,pct_ed_visits_covid,202326,202551,129,0.41,,,state,nssp
1959,fl,pct_ed_visits_covid,202326,202551,129,1.34,,,state,nssp
1960,ga,pct_ed_visits_covid,202326,202551,129,0.38,,,state,nssp
1961,hi,pct_ed_visits_covid,202326,202551,129,1.95,,,state,nssp
1962,ia,pct_ed_visits_covid,202326,202551,129,0.77,,,state,nssp
1963,id,pct_ed_visits_covid,202326,202551,129,0.45,,,state,nssp
1964,il,pct_ed_visits_covid,202326,202551,129,0.4,,,state,nssp
1965,in,pct_ed_visits_covid,202326,202551,129,0.23,,,state,nssp
1966,ks,pct_ed_visits_covid,202326,202551,129,0.22,,,state,nssp
1967,ky,pct_ed_visits_covid,202326,202551,129,0.33,,,state,nssp
1968,la,pct_ed_visits_covid,202326,202551,129,0.87,,,state,nssp
1969,ma,pct_ed_visits_covid,202326,202551,129,0.48,,,state,nssp
1970,md,pct_ed_visits_covid,202326,202551,129,0.45,,,state,nssp
1971,me,pct_ed_visits_covid,202326,202551,129,0.34,,,state,nssp
1972,mi,pct_ed_visits_covid,202326,202551,129,0.36,,,state,nssp
1973,mn,pct_ed_visits_covid,202326,202551,129,0.37,,,state,nssp
1974,ms,pct_ed_visits_covid,202326,202551,129,0.48,,,state,nssp
1975,mt,pct_ed_visits_covid,202326,202551,129,0.4,,,state,nssp
1976,nc,pct_ed_visits_covid,202326,202551,129,0.53,,,state,nssp
1977,nd,pct_ed_visits_covid,202326,202551,129,0.21,,,state,nssp
1978,ne,pct_ed_visits_covid,202326,202551,129,0.24,,,state,nssp
1979,nh,pct_ed_visits_covid,202326,202551,129,0.48,,,state,nssp
1980,nj,pct_ed_visits_covid,202326,202551,129,0.34,,,state,nssp
1981,nm,pct_ed_visits_covid,202326,202551,129,0.8,,,state,nssp
1982,nv,pct_ed_visits_covid,202326,202551,129,0.71,,,state,nssp
1983,ny,pct_ed_visits_covid,202326,202551,129,0.32,,,state,nssp
1984,oh,pct_ed_visits_covid,202326,202551,129,0.25,,,state,nssp
1985,ok,pct_ed_visits_covid,202326,202551,129,0.32,,,state,nssp
1986,or,pct_ed_visits_covid,202326,202551,129,0.72,,,state,nssp
1987,pa,pct_ed_visits_covid,202326,202551,129,0.32,,,state,nssp
1988,ri,pct_ed_visits_covid,202326,202551,129,0.36,,,state,nssp
1989,sc,pct_ed_visits_covid,202326,202551,129,0.53,,,state,nssp
1990,sd,pct_ed_visits_covid,202326,202551,129,0.31,,,state,nssp
1991,tn,pct_ed_visits_covid,202326,202551,129,0.37,,,state,nssp
1992,tx,pct_ed_visits_covid,202326,202551,129,0.49,,,state,nssp
1993,ut,pct_ed_visits_covid,202326,202551,129,0.43,,,state,nssp
1994,va,pct_ed_visits_covid,202326,202551,129,0.49,,,state,nssp
1995,vt,pct_ed_visits_covid,202326,202551,129,0.48,,,state,nssp
1996,wa,pct_ed_visits_covid,202326,202551,129,0.92,,,state,nssp
1997,wi,pct_ed_visits_covid,202326,202551,129,0.23,,,state,nssp
1998,wv,pct_ed_visits_covid,202326,202551,129,0.29,,,state,nssp
1999,wy,pct_ed_visits_covid,202326,202551,129,0.58,,,state,nssp
2000,ak,pct_ed_visits_covid,202327,202551,128,1.98,,,state,nssp
2001,al,pct_ed_visits_covid,202327,202551,128,0.81,,,state,nssp
2002,ar,pct_ed_visits_covid,202327,202551,128,0.28,,,state,nssp
2003,az,pct_ed_visits_covid,202327,202551,128,0.91,,,state,nssp
2004,ca,pct_ed_visits_covid,202327,202551,128,0.78,,,state,nssp
2005,co,pct_ed_visits_covid,202327,202551,128,0.41,,,state,nssp
2006,ct,pct_ed_visits_covid,202327,202551,128,0.42,,,state,nssp
2007,dc,pct_ed_visits_covid,202327,202551,128,0.57,,,state,nssp
2008,de,pct_ed_visits_covid,202327,202551,128,0.38,,,state,nssp
2009,fl,pct_ed_visits_covid,202327,202551,128,1.54,,,state,nssp
2010,ga,pct_ed_visits_covid,202327,202551,128,0.44,,,state,nssp
2011,hi,pct_ed_visits_covid,202327,202551,128,2.02,,,state,nssp
2012,ia,pct_ed_visits_covid,202327,202551,128,0.74,,,state,nssp
2013,id,pct_ed_visits_covid,202327,202551,128,0.43,,,state,nssp
2014,il,pct_ed_visits_covid,202327,202551,128,0.45,,,state,nssp
2015,in,pct_ed_visits_covid,202327,202551,128,0.27,,,state,nssp
2016,ks,pct_ed_visits_covid,202327,202551,128,0.25,,,state,nssp
2017,ky,pct_ed_visits_covid,202327,202551,128,0.38,,,state,nssp
2018,la,pct_ed_visits_covid,202327,202551,128,1.06,,,state,nssp
2019,ma,pct_ed_visits_covid,202327,202551,128,0.49,,,state,nssp
2020,md,pct_ed_visits_covid,202327,202551,128,0.49,,,state,nssp
2021,me,pct_ed_visits_covid,202327,202551,128,0.45,,,state,nssp
2022,mi,pct_ed_visits_covid,202327,202551,128,0.34,,,state,nssp
2023,mn,pct_ed_visits_covid,202327,202551,128,0.32,,,state,nssp
2024,ms,pct_ed_visits_covid,202327,202551,128,0.59,,,state,nssp
2025,mt,pct_ed_visits_covid,202327,202551,128,0.54,,,state,nssp
2026,nc,pct_ed_visits_covid,202327,202551,128,0.67,,,state,nssp
2027,nd,pct_ed_visits_covid,202327,202551,128,0.29,,,state,nssp
2028,ne,pct_ed_visits_covid,202327,202551,128,0.14,,,state,nssp
2029,nh,pct_ed_visits_covid,202327,202551,128,0.64,,,state,nssp
2030,nj,pct_ed_visits_covid,202327,202551,128,0.35,,,state,nssp
2031,nm,pct_ed_visits_covid,202327,202551,128,0.77,,,state,nssp
2032,nv,pct_ed_visits_covid,202327,202551,128,0.75,,,state,nssp
2033,ny,pct_ed_visits_covid,202327,202551,128,0.36,,,state,nssp
2034,oh,pct_ed_visits_covid,202327,202551,128,0.3,,,state,nssp
2035,ok,pct_ed_visits_covid,202327,202551,128,0.34,,,state,nssp
2036,or,pct_ed_visits_covid,202327,202551,128,0.79,,,state,nssp
2037,pa,pct_ed_visits_covid,202327,202551,128,0.3,,,state,nssp
2038,ri,pct_ed_visits_covid,202327,202551,128,0.33,,,state,nssp
2039,sc,pct_ed_visits_covid,202327,202551,128,0.75,,,state,nssp
2040,sd,pct_ed_visits_covid,202327,202551,128,0.23,,,state,nssp
2041,tn,pct_ed_visits_covid,202327,202551,128,0.48,,,state,nssp
2042,tx,pct_ed_visits_covid,202327,202551,128,0.65,,,state,nssp
2043,ut,pct_ed_visits_covid,202327,202551,128,0.52,,,state,nssp
2044,va,pct_ed_visits_covid,202327,202551,128,0.58,,,state,nssp
2045,vt,pct_ed_visits_covid,202327,202551,128,0.35,,,state,nssp
2046,wa,pct_ed_visits_covid,202327,202551,128,1.12,,,state,nssp
2047,wi,pct_ed_visits_covid,202327,202551,128,0.28,,,state,nssp
2048,wv,pct_ed_visits_covid,202327,202551,128,0.24,,,state,nssp
2049,wy,pct_ed_visits_covid,202327,202551,128,0.55,,,state,nssp
2050,ak,pct_ed_visits_covid,202328,202551,127,1.67,,,state,nssp
2051,al,pct_ed_visits_covid,202328,202551,127,0.91,,,state,nssp
2052,ar,pct_ed_visits_covid,202328,202551,127,0.39,,,state,nssp
2053,az,pct_ed_visits_covid,202328,202551,127,0.89,,,state,nssp
2054,ca,pct_ed_visits_covid,202328,202551,127,0.81,,,state,nssp
